https://www.facebook.com/share/p/1ANt124dT7/,Facebook,2025-02-20,https://www.facebook.com/waynegatesniagara/,"Exciting News! I'm honoured to have received a glowing endorsement from The Lake Report. The newspaper’s editorial truly captures what's at stake in this election.
I would be grateful if you could take a moment to read it and share it with your friends, family, and co-workers. By spreading the word, you'll help ensure that others are informed about our  local campaign and motivated to make a difference at the polls.","Exciting News! I'm honoured to have received a glowing endorsement from The Lake Report. The newspaper’s editorial truly captures what's at stake in this election.
I would be grateful if you could take a moment to read it and share it with your friends, family, and co-workers. By spreading the word, you'll help ensure that others are informed about our  local campaign and motivated to make a difference at the polls.",0,"Exciting News! I'm honoured to have received a glowing endorsement from The Lake Report. The newspaper’s editorial truly captures what's at stake in this election.
I would be grateful if you could take a moment to read it and share it with your friends, family, and co-workers. By spreading the word, you'll help ensure that others are informed about our  local campaign and motivated to make a difference at the polls. || Exciting News! I'm honoured to have received a glowing endorsement from The Lake Report. The newspaper’s editorial truly captures what's at stake in this election. || I would be grateful if you could take a moment to read it and share it with your friends, family, and co-workers. By spreading the word, you'll help ensure that others are informed about our  local campaign and motivated to make a difference at the polls."
https://www.facebook.com/share/p/14u9sAkZuo/,Facebook,2025-02-20,https://www.facebook.com/waynegatesniagara/,"Let’s be clear: when hospitals lose services, working people suffer. Mayor Redekop and I agree—Douglas Memorial services must continue for the residents of Fort Erie. 
When Ford let the urgent care center close, we stood up with the community to get it re-opened.  No one should be forced to drive down a highway for their healthcare, and I will continue to be a strong voice, making sure we keep Douglas Memorial open 24/7, 365 days a year.","Let’s be clear: when hospitals lose services, working people suffer. Mayor Redekop and I agree—Douglas Memorial services must continue for the residents of Fort Erie. 
When Ford let the urgent care center close, we stood up with the community to get it re-opened.  No one should be forced to drive down a highway for their healthcare, and I will continue to be a strong voice, making sure we keep Douglas Memorial open 24/7, 365 days a year.",0,"Let’s be clear: when hospitals lose services, working people suffer. Mayor Redekop and I agree—Douglas Memorial services must continue for the residents of Fort Erie. 
When Ford let the urgent care center close, we stood up with the community to get it re-opened.  No one should be forced to drive down a highway for their healthcare, and I will continue to be a strong voice, making sure we keep Douglas Memorial open 24/7, 365 days a year. || Let’s be clear: when hospitals lose services, working people suffer. Mayor Redekop and I agree—Douglas Memorial services must continue for the residents of Fort Erie. || When Ford let the urgent care center close, we stood up with the community to get it re-opened.  No one should be forced to drive down a highway for their healthcare, and I will continue to be a strong voice, making sure we keep Douglas Memorial open 24/7, 365 days a year. || ""I met with Wayne Gates today as part of my outreach to candidates in this month’s provincial election. We discussed a number of issues important to the residen… See more || ""I met with Wayne Gates today as part of my outreach to candidates in this month’s provincial election. We discussed a number of issues important to the residen… See more || ""I met with Wayne Gates today as part of my outreach to candidates in this month’s provincial election. We discussed a number of issues important to the residen… See more"
https://www.facebook.com/share/p/1ANt124dT7/,Facebook,2025-02-20,https://www.facebook.com/waynegatesniagara/,"Exciting News! I'm honoured to have received a glowing endorsement from The Lake Report. The newspaper’s editorial truly captures what's at stake in this election.
I would be grateful if you could take a moment to read it and share it with your friends, family, and co-workers. By spreading the word, you'll help ensure that others are informed about our  local campaign and motivated to make a difference at the polls.","Exciting News! I'm honoured to have received a glowing endorsement from The Lake Report. The newspaper’s editorial truly captures what's at stake in this election.
I would be grateful if you could take a moment to read it and share it with your friends, family, and co-workers. By spreading the word, you'll help ensure that others are informed about our  local campaign and motivated to make a difference at the polls.",0,"Exciting News! I'm honoured to have received a glowing endorsement from The Lake Report. The newspaper’s editorial truly captures what's at stake in this election.
I would be grateful if you could take a moment to read it and share it with your friends, family, and co-workers. By spreading the word, you'll help ensure that others are informed about our  local campaign and motivated to make a difference at the polls. || Exciting News! I'm honoured to have received a glowing endorsement from The Lake Report. The newspaper’s editorial truly captures what's at stake in this election. || I would be grateful if you could take a moment to read it and share it with your friends, family, and co-workers. By spreading the word, you'll help ensure that others are informed about our  local campaign and motivated to make a difference at the polls."
https://www.facebook.com/share/p/14u9sAkZuo/,Facebook,2025-02-20,https://www.facebook.com/waynegatesniagara/,"Let’s be clear: when hospitals lose services, working people suffer. Mayor Redekop and I agree—Douglas Memorial services must continue for the residents of Fort Erie. 
When Ford let the urgent care center close, we stood up with the community to get it re-opened.  No one should be forced to drive down a highway for their healthcare, and I will continue to be a strong voice, making sure we keep Douglas Memorial open 24/7, 365 days a year.","Let’s be clear: when hospitals lose services, working people suffer. Mayor Redekop and I agree—Douglas Memorial services must continue for the residents of Fort Erie. 
When Ford let the urgent care center close, we stood up with the community to get it re-opened.  No one should be forced to drive down a highway for their healthcare, and I will continue to be a strong voice, making sure we keep Douglas Memorial open 24/7, 365 days a year.",0,"Let’s be clear: when hospitals lose services, working people suffer. Mayor Redekop and I agree—Douglas Memorial services must continue for the residents of Fort Erie. 
When Ford let the urgent care center close, we stood up with the community to get it re-opened.  No one should be forced to drive down a highway for their healthcare, and I will continue to be a strong voice, making sure we keep Douglas Memorial open 24/7, 365 days a year. || Let’s be clear: when hospitals lose services, working people suffer. Mayor Redekop and I agree—Douglas Memorial services must continue for the residents of Fort Erie. || When Ford let the urgent care center close, we stood up with the community to get it re-opened.  No one should be forced to drive down a highway for their healthcare, and I will continue to be a strong voice, making sure we keep Douglas Memorial open 24/7, 365 days a year. || ""I met with Wayne Gates today as part of my outreach to candidates in this month’s provincial election. We discussed a number of issues important to the residen… See more || ""I met with Wayne Gates today as part of my outreach to candidates in this month’s provincial election. We discussed a number of issues important to the residen… See more || ""I met with Wayne Gates today as part of my outreach to candidates in this month’s provincial election. We discussed a number of issues important to the residen… See more"
https://www.facebook.com/share/p/1HUzAtYfTu/,Facebook,2025-02-20,https://www.facebook.com/waynegatesniagara/,47,,0,
https://www.facebook.com/share/p/1ByUQfq5do/,Facebook,2025-02-20,https://www.facebook.com/waynegatesniagara/,"We can stop Doug Ford. But only if you make your vote count. Niagara deserves an MPP who shows up, knows the issues, and does the work. 
My Liberal opponent lives in Toronto and doesn’t even have a connection to Niagara, while my Conservative opponent refuses to be interviewed by the media and has declined all invitations to debate the issues. She can’t defend the Ford government’s record of bad deals, healthcare cuts, rising costs, and broken promises.
Join our campaign an… See more","We can stop Doug Ford. But only if you make your vote count. Niagara deserves an MPP who shows up, knows the issues, and does the work. 
My Liberal opponent lives in Toronto and doesn’t even have a connection to Niagara, while my Conservative opponent refuses to be interviewed by the media and has declined all invitations to debate the issues. She can’t defend the Ford government’s record of bad deals, healthcare cuts, rising costs, and broken promises.
Join our campaign an… See more",0,"We can stop Doug Ford. But only if you make your vote count. Niagara deserves an MPP who shows up, knows the issues, and does the work. 
My Liberal opponent lives in Toronto and doesn’t even have a connection to Niagara, while my Conservative opponent refuses to be interviewed by the media and has declined all invitations to debate the issues. She can’t defend the Ford government’s record of bad deals, healthcare cuts, rising costs, and broken promises.
Join our campaign an… See more || We can stop Doug Ford. But only if you make your vote count. Niagara deserves an MPP who shows up, knows the issues, and does the work. || My Liberal opponent lives in Toronto and doesn’t even have a connection to Niagara, while my Conservative opponent refuses to be interviewed by the media and has declined all invitations to debate the issues. She can’t defend the Ford government’s record of bad deals, healthcare cuts, rising costs, and broken promises. || Join our campaign an… See more"
https://www.facebook.com/share/v/15nUmBFnfv/,Facebook,2025-02-20,https://www.facebook.com/waynegatesniagara/,"Strong local representation means standing up and speaking out to deliver results for Niagara Falls, Fort Erie, and Niagara-on-the-Lake.","Strong local representation means standing up and speaking out to deliver results for Niagara Falls, Fort Erie, and Niagara-on-the-Lake.",0,"Strong local representation means standing up and speaking out to deliver results for Niagara Falls, Fort Erie, and Niagara-on-the-Lake. || Strong local representation means standing up and speaking out to deliver results for Niagara Falls, Fort Erie, and Niagara-on-the-Lake."
https://www.facebook.com/share/p/14qtYXHJWjo/,Facebook,2025-02-20,https://www.facebook.com/waynegatesniagara/,"Love is in the air today! Consider sending one of our campaign-themed Valentine’s Day notes to a loved one, a co-worker, or a friend.","Love is in the air today! Consider sending one of our campaign-themed Valentine’s Day notes to a loved one, a co-worker, or a friend.",0,"Love is in the air today! Consider sending one of our campaign-themed Valentine’s Day notes to a loved one, a co-worker, or a friend. || Love is in the air today! Consider sending one of our campaign-themed Valentine’s Day notes to a loved one, a co-worker, or a friend. || They're all great
!"
https://www.facebook.com/share/p/18KL5ovA7y/,Facebook,2025-02-20,https://www.facebook.com/waynegatesniagara/,"Don't delay. Vote today.
I always recommend that people vote early, especially during a winter election campaign when the weather can be unpredictable and pose a barrier to getting you to the polls.
If you prefer to wait and vote on election day (February 27), your local polling station information will become available after February 14.… See more","Don't delay. Vote today.
I always recommend that people vote early, especially during a winter election campaign when the weather can be unpredictable and pose a barrier to getting you to the polls.
If you prefer to wait and vote on election day (February 27), your local polling station information will become available after February 14.… See more",0,"Don't delay. Vote today.
I always recommend that people vote early, especially during a winter election campaign when the weather can be unpredictable and pose a barrier to getting you to the polls.
If you prefer to wait and vote on election day (February 27), your local polling station information will become available after February 14.… See more || Don't delay. Vote today. || I always recommend that people vote early, especially during a winter election campaign when the weather can be unpredictable and pose a barrier to getting you to the polls. || If you prefer to wait and vote on election day (February 27), your local polling station information will become available after February 14.… See more || The local Conservative candidates are refusing to attend debates or be interviewed because they don't want to have to answer questions about the record high property tax increases they pushed through. If you can't show up, answer question during an ele… See more"
https://www.facebook.com/share/p/1B5FufYSoa/,Facebook,2025-02-20,https://www.facebook.com/waynegatesniagara/,"We will never let 
 become the 51st state.
To show our Canadian pride in the face of Trump’s continued tariff threats, we are announcing a new initiative to rally our supporters and show love to local businesses and workers. 
Our team will be placing ""Buy Local, Buy 
"" sign toppers on our campaign signs starting today.
We… See more","We will never let 
 become the 51st state.
To show our Canadian pride in the face of Trump’s continued tariff threats, we are announcing a new initiative to rally our supporters and show love to local businesses and workers. 
Our team will be placing ""Buy Local, Buy 
"" sign toppers on our campaign signs starting today.
We… See more",0,"We will never let 
 become the 51st state.
To show our Canadian pride in the face of Trump’s continued tariff threats, we are announcing a new initiative to rally our supporters and show love to local businesses and workers. 
Our team will be placing ""Buy Local, Buy 
"" sign toppers on our campaign signs starting today.
We… See more || We will never let 
 become the 51st state. || To show our Canadian pride in the face of Trump’s continued tariff threats, we are announcing a new initiative to rally our supporters and show love to local businesses and workers. || Our team will be placing ""Buy Local, Buy 
"" sign toppers on our campaign signs starting today. || We… See more || I've been an advocate of buy local and buy Canadian for many years. It's a key piece of the puzzle if we are to successfully beat back Trump. Check out this earlier post for a detailed plan on what other concretes steps our province should be taking: … See more"
